"SNF VBP Program Ranking","Footnote -- SNF VBP Program Ranking","CMS Certification Number (CCN)","Provider Name","Provider Address","City/Town","State","ZIP Code","Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Footnote -- Baseline Period: FY 2019 Risk-Standardized Readmission Rate","Performance Period: FY 2022 Risk-Standardized Readmission Rate","Footnote -- Performance Period: FY 2022 Risk-Standardized Readmission Rate","Achievement Score","Footnote -- Achievement Score","Improvement Score","Footnote -- Improvement Score","Performance Score","Footnote -- Performance Score","Incentive Payment Multiplier","Footnote -- Incentive Payment Multiplier"
7275,,225058,ROYAL BRAINTREE NURSING AND REHABILITATION CENTER,95 COMMERCIAL STREET,BRAINTREE,MA,02184,0.22323,,0.23037,,0.00000,,0.00000,,0.00000,,0.9802538758,
5022,,225063,MARLBOROUGH HILLS REHABILITATION & HLTH CARE CTR,121 NORTHBORO ROAD,MARLBOROUGH,MA,01752,0.19452,,0.19700,,29.61722,,0.00000,,29.61722,,0.9843714120,
7275,,225067,WEDGEMERE HEALTHCARE,146 DEAN STREET,TAUNTON,MA,02780,0.21223,,0.23501,,0.00000,,0.00000,,0.00000,,0.9802538758,
2591,,225080,RIVERCREST LONG TERM CARE,DEACONESS ROAD,W CONCORD,MA,01742,0.20335,,0.18559,,56.91388,,47.73159,,56.91388,,1.0052734275,
7275,,225117,ROYAL OF FAIRHAVEN NURSING CENTER,184 MAIN STREET,FAIRHAVEN,MA,02719,0.21456,,0.21406,,0.00000,,0.00000,,0.00000,,0.9802538758,
2643,,225133,BLUEBERRY HILL REHABILITATION AND HEALTHCARE CTR,75 BRIMBAL AVENUE,BEVERLY,MA,01915,0.22396,,0.19077,,44.52153,,56.13465,,56.13465,,1.0046079108,
6189,,225134,FOREMOST AT SHARON LLC,259 NORWOOD STREET,SHARON,MA,02067,0.19376,,0.20218,,17.22488,,0.00000,,17.22488,,0.9813788716,
7275,,225137,DEXTER HOUSE HEALTHCARE,120 MAIN STREET,MALDEN,MA,02148,0.20800,,0.22546,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225145,OAKHILL HEALTHCARE,76 NORTH STREET,MIDDLEBORO,MA,02346,0.20690,,0.22432,,0.00000,,0.00000,,0.00000,,0.9802538758,
7239,,225147,SAUGUS CENTER,266 LINCOLN AVENUE,SAUGUS,MA,01906,0.21161,,0.20865,,0.00000,,2.05770,,2.05770,,0.9803114028,
2562,,225154,M I NURSING & RESTORATIVE CENTER,172 LAWRENCE STREET,LAWRENCE,MA,01841,0.20126,,0.18549,,57.15311,,44.92086,,57.15311,,1.0054743937,
7275,,225173,JEWISH HEALTHCARE CENTER,629 SALISBURY STREET,WORCESTER,MA,01609,0.20681,,0.21798,,0.00000,,0.00000,,0.00000,,0.9802538758,
4146,,225176,HERITAGE HALL SOUTH,65 COOPER STREET,AGAWAM,MA,01001,0.22838,,0.20245,,16.57895,,39.16624,,39.16624,,0.9895918754,
2875,,225179,CASA DE RAMANA REHABILITATION CENTER,485 FRANKLIN STREET,FRAMINGHAM,MA,01702,0.17851,,0.18710,,53.30144,,0.00000,,53.30144,,1.0020688533,
7275,,225184,WEBSTER PARK REHABILITATION AND HEALTHCARE CENTER,56 WEBSTER STREET,ROCKLAND,MA,02370,0.22686,,0.22576,,0.00000,,0.00000,,0.00000,,0.9802538758,
1,,225185,COUNTRY GARDENS HEALTH AND REHABILITATION CENTER,2045 GRAND ARMY HIGHWAY,SWANSEA,MA,02777,0.20637,,0.16902,,100.00000,,90.00000,,100.00000,,1.0176785153,
5066,,225191,LIFE CARE CENTER OF ACTON,ONE GREAT ROAD,ACTON,MA,01720,0.21451,,0.19916,,24.44976,,29.23283,,29.23283,,0.9842249282,
5526,,225194,KIMWELL NURSING AND REHABILITATION,495 NEW BOSTON ROAD,FALL RIVER,MA,02720,0.18461,,0.19913,,24.52153,,0.00000,,24.52153,,0.9827528014,
5887,,225196,GARDNER REHABILITATION AND NURSING CENTER,59 EASTWOOD CIRCLE,GARDNER,MA,01440,0.20101,,0.20078,,20.57416,,0.00000,,20.57416,,0.9818999646,
788,,225198,TWIN OAKS CENTER,63 LOCUST STREET,DANVERS,MA,01923,0.21428,,0.17341,,86.05263,,86.61623,,86.61623,,1.0169822872,
2332,,225199,WORCESTER REHABILITATION & HEALTH CARE CENTER,119 PROVIDENCE STREET,WORCESTER,MA,01604,0.17546,,0.18426,,60.09569,,0.00000,,60.09569,,1.0078020072,
3565,,225201,SHERRILL HOUSE,135 SOUTH HUNTINGTON AVENUE,BOSTON,MA,02130,0.24050,,0.20439,,11.93780,,45.98122,,45.98122,,0.9952056244,
6037,,225207,PLYMOUTH REHABILITATION & HEALTH CARE CENTER,123 SOUTH STREET,PLYMOUTH,MA,02360,0.22516,,0.21182,,0.00000,,19.04037,,19.04037,,0.9816414895,
1815,,225208,CHARLWELL HOUSE HEALTH AND REHABILITATION,305 WALPOLE STREET,NORWOOD,MA,02062,0.21557,,0.18264,,63.97129,,66.74292,,66.74292,,1.0119446577,
912,,225210,RIVER TERRACE REHABILITATION AND HEALTHCARE CTR,1675 NORTH MAIN STREET,LANCASTER,MA,01523,0.17566,,0.17440,,83.68421,,16.03506,,83.68421,,1.0166693526,
4907,,225211,ELLIS NURSING HOME (THE),135 ELLIS AVENUE,NORWOOD,MA,02062,0.22227,,0.20342,,14.25837,,30.83650,,30.83650,,0.9848655553,
7275,,225215,SOUTHSHORE HEALTH CARE CENTER,115 NORTH AVENUE,ROCKLAND,MA,02370,0.21066,,0.21218,,0.00000,,0.00000,,0.00000,,0.9802538758,
2679,,225216,FITCHBURG HEALTHCARE,1199 JOHN FITCH HWY,FITCHBURG,MA,01420,0.16531,,0.18612,,55.64593,,0.00000,,55.64593,,1.0041824533,
7275,,225218,"OXFORD REHABILITATION & HEALTH CARE CENTER, THE",689 MAIN STREET,HAVERHILL,MA,01830,0.20746,,0.20986,,0.00000,,0.00000,,0.00000,,0.9802538758,
2916,,225219,BEAR MOUNTAIN AT WORCESTER,59 ACTON STREET,WORCESTER,MA,01604,0.18858,,0.18729,,52.84689,,1.82179,,52.84689,,1.0016478418,
3841,,225221,CHAMPION REHABILITATION AND NURSING CENTER,2 BEAUMONT AVENUE,BROCKTON,MA,02302,0.21701,,0.19448,,35.64593,,42.59189,,42.59189,,0.9922455934,
4219,,225223,BRENTWOOD REHABILITATION AND HEALTHCARE CTR (THE),56 LIBERTY STREET,DANVERS,MA,01923,0.17990,,0.19332,,38.42105,,0.00000,,38.42105,,0.9890677375,
4752,,225225,SOUTHEAST HEALTH CARE CENTER,184 LINCOLN STREET,NORTH EASTON,MA,02356,0.18301,,0.19576,,32.58373,,0.00000,,32.58373,,0.9856559620,
4829,,225227,FITCHBURG REHABILITATION AND NURSING CENTER,94 SUMMER STREET,FITCHBURG,MA,01420,0.20302,,0.19617,,31.60287,,15.53973,,31.60287,,0.9851999709,
2816,,225229,MAPLEWOOD CENTER,6 MORRILL PLACE,AMESBURY,MA,01913,0.23508,,0.19649,,30.83732,,53.99710,,53.99710,,1.0027070115,
7275,,225232,REGALCARE AT HOLYOKE,282 CABOT STREET,HOLYOKE,MA,01040,0.19712,,0.22020,,0.00000,,0.00000,,0.00000,,0.9802538758,
1498,,225233,BRANDON WOODS OF DARTMOUTH,567 DARTMOUTH STREET,SOUTH DARTMOUTH,MA,02748,0.21273,,0.17947,,71.55502,,72.24106,,72.24106,,1.0142299412,
2373,,225242,WESTBOROUGH HEALTHCARE,8 COLONIAL DRIVE,WESTBOROUGH,MA,01581,0.19450,,0.18449,,59.54545,,35.31414,,59.54545,,1.0073882597,
7231,,225248,ADVINIACARE AT NORTHBRIDGE,85 BEAUMONT DRIVE,NORTHBRIDGE,MA,01534,0.21481,,0.21149,,0.00000,,2.35490,,2.35490,,0.9803207172,
6526,,225249,WILLIMANSETT CENTER EAST,11 ST ANTHONY STREET,CHICOPEE,MA,01013,0.24344,,0.22984,,0.00000,,13.43568,,13.43568,,0.9809549242,
6882,,225250,FAIRVIEW COMMONS NURSING & REHABILITATION CENTER,CHRISTIAN HILL ROAD,GREAT BARRINGTON,MA,01230,0.19563,,0.20567,,8.87560,,0.00000,,8.87560,,0.9806108707,
5260,,225253,HERITAGE HALL WEST,61 COOPER ST,AGAWAM,MA,01001,0.21598,,0.20102,,20.00000,,27.30404,,27.30404,,0.9835532221,
2026,,225254,"QUEEN ANNE NURSING HOME, INC",50 RECREATION PARK DRIVE,HINGHAM,MA,02043,0.20450,,0.18256,,64.16268,,57.99167,,64.16268,,1.0105261938,
7275,,225256,WILLIMANSETT CENTER WEST,546 CHICOPEE STREET,CHICOPEE,MA,01013,0.19423,,0.20784,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225257,CARE ONE AT NORTHAMPTON,548 ELM STREET,NORTHAMPTON,MA,01060,0.21628,,0.23792,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225259,ALLIANCE HEALTH AT WEST ACRES,804 PLEASANT STREET,BROCKTON,MA,02301,0.19823,,0.20988,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225260,BLAIRE HOUSE OF MILFORD,20 CLAFLIN STREET,MILFORD,MA,01757,0.20047,,0.22671,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225262,BEAR MOUNTAIN AT WEST SPRINGFIELD,42 PROSPECT AVENUE,WEST SPRINGFIELD,MA,01089,0.19374,,0.20979,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225264,BRANDON WOODS OF NEW BEDFORD,397 COUNTY STREET,NEW BEDFORD,MA,02740,0.20508,,0.20779,,0.00000,,0.00000,,0.00000,,0.9802538758,
5090,,225266,ELIZABETH SETON,125 OAKLAND STREET,WELLESLEY,MA,02481,0.20643,,0.19724,,29.04306,,20.00000,,29.04306,,0.9841542055,
7275,,225267,GARDEN PLACE HEALTHCARE,193-195 PLEASANT STREET,ATTLEBORO,MA,02703,0.21383,,0.21806,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225268,CARE ONE AT NEWTON,2101 WASHINGTON STREET,NEWTON,MA,02462,0.24132,,0.24214,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225269,DAY BROOK VILLAGE SENIOR LIVING,298 JARVIS AVENUE,HOLYOKE,MA,01040,0.22416,,0.24016,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225270,CARE ONE AT ESSEX PARK,265 ESSEX STREET,BEVERLY,MA,01915,0.22050,,0.21980,,0.00000,,0.00000,,0.00000,,0.9802538758,
5881,,225271,PORT HEALTHCARE CENTER,6 HALE STREET,NEWBURYPORT,MA,01950,0.22904,,0.21381,,0.00000,,20.65269,,20.65269,,0.9819141879,
7275,,225272,BEAR HILL HEALTHCARE AND REHABILITATION CENTER,11 NORTH STREET,STONEHAM,MA,02180,0.20971,,0.21526,,0.00000,,0.00000,,0.00000,,0.9802538758,
3485,,225274,BRUSH HILL CARE CENTER,1200 BRUSH HILL ROAD,MILTON,MA,02186,0.20339,,0.18981,,46.81818,,35.27284,,46.81818,,0.9959740458,
670,,225275,BEAUMONT REHAB & SKILLED NURSING CTR - WESTBORO,3 LYMAN STREET,WESTBOROUGH,MA,01581,0.22877,,0.17214,,89.09091,,90.00000,,90.00000,,1.0172501312,
7275,,225279,BAY PATH AT DUXBURY NURSING & REHABILITATION CTR,308 KINGSTOWN WAY,DUXBURY,MA,02332,0.20276,,0.23014,,0.00000,,0.00000,,0.00000,,0.9802538758,
2469,,225281,SKILLED NURSING FACILITY AT NORTH HILL (THE),865 CENTRAL AVENUE,NEEDHAM,MA,02492,0.18003,,0.18495,,58.44498,,0.00000,,58.44498,,1.0065303582,
7275,,225282,LIFE CARE CENTER OF THE SOUTH SHORE,309 DRIFTWAY BOX 830,SCITUATE,MA,02066,0.21168,,0.23516,,0.00000,,0.00000,,0.00000,,0.9802538758,
5279,,225283,WEBSTER MANOR REHABILITATION & HEALTH CARE CENTER,745 SCHOOL STREET,WEBSTER,MA,01570,0.21888,,0.20307,,15.09569,,27.12762,,27.12762,,0.9834968139,
7275,,225284,PLYMOUTH HARBORSIDE HEALTHCARE,19 OBERY STREET,PLYMOUTH,MA,02360,0.20359,,0.22865,,0.00000,,0.00000,,0.00000,,0.9802538758,
4424,,225288,CARE ONE AT LEXINGTON,178 LOWELL STREET,LEXINGTON,MA,02420,0.21452,,0.19598,,32.05742,,36.33779,,36.33779,,0.9877090411,
7275,,225290,HANNAH DUSTON HEALTHCARE CENTER,126 MONUMENT STREET,HAVERHILL,MA,01832,0.21907,,0.22670,,0.00000,,0.00000,,0.00000,,0.9802538758,
3140,,225291,CHAPIN CENTER,200 KENDALL STREET,SPRINGFIELD,MA,01104,0.21548,,0.19006,,46.22010,,50.49007,,50.49007,,0.9994308408,
2449,,225293,SOUTHBRIDGE REHABILITATION & HEALTH CARE CENTER,84 CHAPIN STREET,SOUTHBRIDGE,MA,01550,0.20698,,0.18485,,58.68421,,54.31386,,58.68421,,1.0067202225,
7275,,225294,ACADEMY MANOR,89 MORTON STREET,ANDOVER,MA,01810,0.18012,,0.23232,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225295,VANTAGE AT WILBRAHAM LLC,9 MAPLE STREET,WILBRAHAM,MA,01095,0.19786,,0.26904,,0.00000,,0.00000,,0.00000,,0.9802538758,
2638,,225296,QUABBIN VALLEY HEALTHCARE,821 DANIEL SHAYS HIGHWAY,ATHOL,MA,01331,0.19386,,0.18590,,56.17225,,27.90616,,56.17225,,1.0046403941,
3221,,225297,LIGHTHOUSE NURSING CARE CENTER,204 PROCTOR AVENUE,REVERE,MA,02151,0.23344,,0.19873,,25.47847,,49.42998,,49.42998,,0.9984257864,
7275,,225298,NORTHWOOD REHABILITATION & HEALTHCARE CENTER,1010 VARNUM AVENUE,LOWELL,MA,01854,0.18954,,0.21776,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225299,CARE ONE AT REDSTONE,135 BENTON DRIVE,EAST LONGMEADOW,MA,01028,0.20401,,0.26205,,0.00000,,0.00000,,0.00000,,0.9802538758,
4007,,225300,REHABILITATION & NURSING CENTER AT EVERETT (THE),289 ELM STREET,EVERETT,MA,02149,0.16914,,0.19234,,40.76555,,0.00000,,40.76555,,0.9907825277,
7275,,225303,CHESTNUT HILL OF EAST LONGMEADOW,32 CHESTNUT STREET,EAST LONGMEADOW,MA,01028,0.19655,,0.23019,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225304,CHARLENE MANOR EXTENDED CARE FACILITY,130 COLRAIN ROAD,GREENFIELD,MA,01301,0.19042,,0.21638,,0.00000,,0.00000,,0.00000,,0.9802538758,
4675,,225306,MT GREYLOCK EXTENDED CARE FACILITY,1000 NORTH STREET,PITTSFIELD,MA,01201,0.16723,,0.19538,,33.49282,,0.00000,,33.49282,,0.9861075676,
1280,,225309,LEDGEWOOD REHABILITATION AND NURSING CENTER,87 HERRICK STREET,BEVERLY,MA,01915,0.21945,,0.17918,,72.24880,,75.89594,,75.89594,,1.0152842876,
7275,,225312,BLACKSTONE VALLEY HEALTH AND REHABILITATION,447 HILL STREET,WHITINSVILLE,MA,01588,0.20464,,0.22976,,0.00000,,0.00000,,0.00000,,0.9802538758,
5986,,225313,GOVERNORS CENTER,66 BROAD STREET,WESTFIELD,MA,01085,0.17670,,0.20119,,19.59330,,0.00000,,19.59330,,0.9817305512,
7275,,225315,"HIGHLANDS, THE",335 NICHOLS ROAD,FITCHBURG,MA,01420,0.21086,,0.22191,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225318,MILL TOWN HEALTH AND REHABILITATION,22 MAPLE STREET,AMESBURY,MA,01913,0.17844,,0.22657,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225320,SOUTH DENNIS HEALTHCARE,1 LOVE LANE,SOUTH DENNIS,MA,02660,0.20369,,0.21030,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225322,ADVINIACARE EAST BRIDGEWATER,66 CENTRAL STREET,EAST BRIDGEWATER,MA,02333,0.20769,,0.22968,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225323,CARE ONE AT PEABODY,199 ANDOVER STREET,PEABODY,MA,01960,0.18519,,0.23278,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225326,"RESERVOIR CENTER FOR HEALTH & REHABILITATION, THE",400 BOLTON STREET,MARLBOROUGH,MA,01752,0.20011,,0.22170,,0.00000,,0.00000,,0.00000,,0.9802538758,
892,,225328,"OAKS, THE",4525 ACUSHNET AVENUE,NEW BEDFORD,MA,02745,0.22325,,0.17548,,81.10048,,84.15640,,84.15640,,1.0167257529,
6723,,225330,LIBERTY COMMONS,390 ORLEANS ROAD,NORTH CHATHAM,MA,02650,0.18355,,0.20472,,11.14833,,0.00000,,11.14833,,0.9807636102,
7275,,225331,EAST LONGMEADOW SKILLED NURSING CENTER,305 MAPLE STREET,EAST LONGMEADOW,MA,01028,0.20844,,0.22123,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225332,ADVINIACARE NEWBURYPORT,180 LOW STREET,NEWBURYPORT,MA,01950,0.19904,,0.21458,,0.00000,,0.00000,,0.00000,,0.9802538758,
1848,,225333,CEDAR VIEW REHABILITATION AND HEALTHCARE CENTER,480 JACKSON STREET,METHUEN,MA,01844,0.19126,,0.18171,,66.19617,,39.23344,,66.19617,,1.0116637715,
3241,,225334,OAKDALE REHABILITATION & SKILLED NURSING CENTER,76 NORTH MAIN STREET,WEST BOYLSTON,MA,01583,0.21563,,0.19072,,44.64115,,49.19930,,49.19930,,0.9982072893,
5445,,225335,REGALCARE AT GREENFIELD,95 LAUREL STREET,GREENFIELD,MA,01301,0.21923,,0.20420,,12.39234,,25.32688,,25.32688,,0.9829656203,
5009,,225337,CAPE HERITAGE REHABILITATION & HEALTH CARE CENTER,37 ROUTE 6A,SANDWICH,MA,02563,0.25705,,0.22668,,0.00000,,29.75624,,29.75624,,0.9844254682,
4400,,225338,CAPE REGENCY REHABILITATION & HEALTH CARE CENTER,120 S MAIN STREET,CENTERVILLE,MA,02632,0.22999,,0.20490,,10.71770,,36.59483,,36.59483,,0.9878681282,
1364,,225339,MEDFORD REHABILITATION AND NURSING CENTER,300 WINTHROP STREET,MEDFORD,MA,02155,0.19634,,0.17834,,74.25837,,62.49156,,74.25837,,1.0148513860,
7275,,225341,WILLIAMSTOWN COMMONS NURSING & REHAB,25 ADAMS ROAD,WILLIAMSTOWN,MA,01267,0.18098,,0.21911,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225342,NORTH ADAMS COMMONS NURSING & REHABILITATION CENTE,175 FRANKLIN STREET,NORTH ADAMS,MA,01247,0.19878,,0.23428,,0.00000,,0.00000,,0.00000,,0.9802538758,
931,,225344,ABBOTT SKILLED NURSING & REHABILITATION CENTER,28 ESSEX STREET,LYNN,MA,01902,0.20453,,0.17457,,83.27751,,80.94378,,83.27751,,1.0166187416,
5197,,225348,BOURNE MANOR EXTENDED CARE FACILITY,146 MAC ARTHUR BOULEVARD,BOURNE,MA,02532,0.21465,,0.19985,,22.79904,,27.90351,,27.90351,,0.9837510335,
5833,,225349,WINDSOR NURSING & RETIREMENT HOME,265 N MAIN ST,SOUTH YARMOUTH,MA,02664,0.18729,,0.20051,,21.22010,,0.00000,,21.22010,,0.9820199902,
7275,,225352,RENAISSANCE MANOR ON CABOT,279 CABOT STREET,HOLYOKE,MA,01040,0.20706,,0.22769,,0.00000,,0.00000,,0.00000,,0.9802538758,
1231,,225355,KEYSTONE CENTER,44 KEYSTONE DRIVE,LEOMINSTER,MA,01453,0.19148,,0.17728,,76.79426,,60.10775,,76.79426,,1.0154971941,
7275,,225356,CARE ONE AT RANDOLPH,49 THOMAS PATTEN DRIVE,RANDOLPH,MA,02368,0.21044,,0.23301,,0.00000,,0.00000,,0.00000,,0.9802538758,
4107,,225357,WINCHESTER REHABILITATION AND NURSING CENTER,"223 SWANTON STREET, #1968",WINCHESTER,MA,01890,0.19970,,0.19279,,39.68900,,18.01032,,39.68900,,0.9899713219,
4696,,225360,POET'S SEAT HEALTHCARE CENTER,359 HIGH STREET,GREENFIELD,MA,01301,0.19881,,0.19547,,33.27751,,6.46191,,33.27751,,0.9859980426,
2539,,225361,QUABOAG REHABILITATION & SKILLED CARE FACILITY,47 EAST MAIN STREET,WEST BROOKFIELD,MA,01585,0.18612,,0.18533,,57.53589,,0.00000,,57.53589,,1.0057925171,
6518,,225363,LINDA MANOR EXTENDED CARE FACILITY,349 HAYDENVILLE ROAD,LEEDS,MA,01053,0.17230,,0.20372,,13.54067,,0.00000,,13.54067,,0.9809647465,
7275,,225366,HATHAWAY MANOR EXTENDED CARE,863 HATHAWAY ROAD,NEW BEDFORD,MA,02740,0.17703,,0.22545,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225369,JML CARE CENTER INC,184 TER HEUN DRIVE,FALMOUTH,MA,02540,0.19183,,0.22114,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225370,CHESTNUT WOODS REHABILITATION AND HEALTHCARE CTR,73 CHESTNUT STREET,SAUGUS,MA,01906,0.19424,,0.24973,,0.00000,,0.00000,,0.00000,,0.9802538758,
4693,,225374,MAYFLOWER PLACE NURSING & REHABILITATION CENTER,579 BUCK ISLAND ROAD,WEST YARMOUTH,MA,02673,0.23851,,0.21213,,0.00000,,33.32074,,33.32074,,0.9860199043,
7275,,225376,"PENACOOK PLACE, INC",150 WATER STREET,HAVERHILL,MA,01830,0.22012,,0.24923,,0.00000,,0.00000,,0.00000,,0.9802538758,
6822,,225378,NEVILLE CENTER AT FRESH POND FOR NURSING & REHAB,640 CONCORD AVENUE,CAMBRIDGE,MA,02138,0.21447,,0.20786,,0.00000,,9.75446,,9.75446,,0.9806660023,
6347,,225379,LUTHERAN REHABILITATION AND SKILLED CARE CENTER,26 HARVARD STREET,WORCESTER,MA,01609,0.23697,,0.22325,,0.00000,,15.38633,,15.38633,,0.9811543461,
7275,,225380,WESTFIELD CENTER,60 EAST SILVER STREET,WESTFIELD,MA,01085,0.19150,,0.24148,,0.00000,,0.00000,,0.00000,,0.9802538758,
5635,,225382,THE GUARDIAN CENTER,888 NORTH MAIN STREET,BROCKTON,MA,02301,0.20911,,0.19959,,23.42105,,19.13793,,23.42105,,0.9824847260,
7275,,225383,WESTFIELD GARDENS NURSING AND REHAB,37 FEEDING HILLS ROAD,WESTFIELD,MA,01085,0.20435,,0.21089,,0.00000,,0.00000,,0.00000,,0.9802538758,
7070,,225385,CHRISTOPHER HOUSE OF WORCESTER,10 MARY SCANO DRIVE,WORCESTER,MA,01605,0.21780,,0.21230,,0.00000,,6.42738,,6.42738,,0.9804798947,
7275,,225386,SPRINGSIDE REHABILITATION AND SKILLED CARE CENTER,255 LEBANON AVENUE,PITTSFIELD,MA,01201,0.20945,,0.21276,,0.00000,,0.00000,,0.00000,,0.9802538758,
6741,,225387,ALDEN COURT NURSING CARE & REHABILITATION CENTER,389 ALDEN ROAD,FAIRHAVEN,MA,02719,0.23205,,0.22216,,0.00000,,10.85444,,10.85444,,0.9807419276,
5577,,225388,ALLIANCE HEALTH AT BALDWINVILLE,51 HOSPITAL ROAD,BALDWINVILLE,MA,01436,0.17192,,0.19937,,23.94737,,0.00000,,23.94737,,0.9826097663,
2474,,225389,SACRED HEART NURSING HOME,359 SUMMER STREET,NEW BEDFORD,MA,02740,0.19640,,0.18497,,58.39713,,37.76094,,58.39713,,1.0064921628,
7275,,225390,PARSONS HILL REHABILITATION & HEALTH CARE CENTER,1350 MAIN STREET,WORCESTER,MA,01603,0.20297,,0.20755,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225392,SIXTEEN ACRES HEALTHCARE CENTER,215 BICENTENNIAL HIGHWAY,SPRINGFIELD,MA,01118,0.21921,,0.22062,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225394,WOBURN REHABILITATION AND NURSING CENTER,"18 FRANCES STREET, #3095",WOBURN,MA,01801,0.21678,,0.22660,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225395,LANESSA EXTENDED CARE,751 SCHOOL STREET,WEBSTER,MA,01570,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.21378,,0.00000,,---,"This facility had fewer than 25 eligible stays during the baseline period. Therefore, this facility did not have sufficient data to calculate a baseline period risk-standardized readmission rate or improvement score.",0.00000,,0.9802538758,
5644,,225398,DEVEREUX SKILLED NURSING & REHABILITATION CENTER,39 LAFAYETTE STREET,MARBLEHEAD,MA,01945,0.21092,,0.19965,,23.27751,,22.32121,,23.27751,,0.9824516036,
5057,,225400,WAKEFIELD CENTER,ONE BATHOL STREET,WAKEFIELD,MA,01880,0.21212,,0.19756,,28.27751,,29.29918,,29.29918,,0.9842499026,
1020,,225402,CLIFTON REHABILITATION NURSING CENTER,500 WILBUR AVENUE,SOMERSET,MA,02725,0.19713,,0.17546,,81.14833,,73.91479,,81.14833,,1.0163202820,
5587,,225404,ASPEN HILL REHABILIATION & HEALTHCARE CENTER,190 NORTH AVENUE,HAVERHILL,MA,01830,0.22331,,0.20782,,0.00000,,23.87770,,23.87770,,0.9825928858,
1894,,225408,MARISTHILL NURSING & REHABILITATION CENTER,66 NEWTON STREET,WALTHAM,MA,02453,0.21411,,0.18269,,63.85167,,65.70207,,65.70207,,1.0114009309,
5704,,225409,NEVINS NURSING & REHABILITATION CENTER,TEN INGALLS COURT,METHUEN,MA,01844,0.23121,,0.21425,,0.00000,,22.55931,,22.55931,,0.9822919694,
1212,,225411,LAFAYETTE REHABILITATION & SKILLED NURSING,25 LAFAYETTE STREET,MARBLEHEAD,MA,01945,0.19468,,0.17710,,77.22488,,65.29188,,77.22488,,1.0155935042,
7275,,225412,MEDWAY COUNTRY MANOR SKILLED NURSING & REHABILITAT,115 HOLLISTON STREET,MEDWAY,MA,02053,0.22416,,0.22708,,0.00000,,0.00000,,0.00000,,0.9802538758,
7275,,225413,"ADVOCATE HEALTHCARE OF EAST BOSTON, LLC",111 ORIENT AVENUE,EAST BOSTON,MA,02128,0.17851,,0.21100,,0.00000,,0.00000,,0.00000,,0.9802538758,
5779,,225414,ST JOSEPH MANOR HEALTH CARE INC,215 THATCHER STREET,BROCKTON,MA,02302,0.21563,,0.20327,,14.61722,,21.89295,,21.89295,,0.9821526037,
5069,,225415,MARIAN MANOR,130 DORCHESTER STREET,BOSTON,MA,02127,0.19258,,0.19718,,29.18660,,0.00000,,29.18660,,0.9842076030,
1567,,225417,ARMENIAN NURSING & REHABILITATION CENTER,431 POND STREET,BOSTON,MA,02130,0.23516,,0.18541,,57.34450,,70.96580,,70.96580,,1.0137814620,
5722,,225418,HELLENIC NURSING & REHABILITATION CENTER,601 SHERMAN STREET,CANTON,MA,02021,0.19621,,0.20002,,22.39234,,0.00000,,22.39234,,0.9822562755,
7275,,225419,"BELMONT MANOR NURSING HOME, IN",34 AGASSIZ AVENUE,BELMONT,MA,02478,0.18642,,0.20897,,0.00000,,0.00000,,0.00000,,0.9802538758,
2617,,225420,CENTER FOR EXTENDED CARE AT AMHERST,150 UNIVERSITY DRIVE,AMHERST,MA,01002,0.17258,,0.18579,,56.43541,,0.00000,,56.43541,,1.0048667106,
3762,,225421,APPLE VALLEY CENTER,400 GROTON ROAD,AYER,MA,01432,0.17890,,0.19121,,43.46890,,0.00000,,43.46890,,0.9929838421,
1705,,225423,SAVOY NURSING & REHAB CTR,670 COUNTY STREET,NEW BEDFORD,MA,02740,0.22321,,0.18378,,61.24402,,68.64587,,68.64587,,1.0128430290,
